app_id,review_date,review_title,user_role_title,company_industry,company_size,score
1378,"<div class=""review-date"">February 14, 2017</div>",['LinkedIn Talent or No Talent'],"<div class=""position"">President | Managing Director</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">1-10 employees</span>",6
1379,"<div class=""review-date"">May 23, 2017</div>","['LinkedIn, my go to Recruiting tool']","<div class=""position"">HR Business Partner</div>","<span class=""industry-type"">Information Technology and Services</span>","<span class=""size"">501-1000 employees</span>",9
1380,"<div class=""review-date"">October 03, 2016</div>",['LinkedIn is THE resource you need to build your network!'],"<div class=""position"">Senior Recruiter</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">11-50 employees</span>",10
1381,"<div class=""review-date"">June 21, 2018</div>",['Pricey but Popular'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Marketing and Advertising<span> Company</span></span>","<span class=""size"">51-200 employees</span>",5
1382,"<div class=""review-date"">May 10, 2018</div>",['LinkedIn Talent Finds the Talent'],"<div class=""position"">Employee in Engineering</div>","<span class=""industry-type"">Information Technology and Services<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",10
1383,"<div class=""review-date"">May 02, 2018</div>",['Ubiquitous tool'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Human Resources<span> Company</span></span>","<span class=""size"">11-50 employees</span>",8
1384,"<div class=""review-date"">September 17, 2018</div>",['Solid tool to find who you need'],"<div class=""position"">Director in Human Resources</div>","<span class=""industry-type"">Computer Software<span> Company</span></span>","<span class=""size"">201-500 employees</span>",8
1385,"<div class=""review-date"">April 25, 2018</div>",['LinkedIn... a great tool for your toolbox'],"<div class=""position"">Executive in Professional Services</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">1-10 employees</span>",9
1386,"<div class=""review-date"">March 04, 2018</div>","[""Here's my number, so call me maybe?""]","<div class=""position"">Professional in Corporate</div>","<span class=""industry-type"">Information Technology and Services<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",8
1387,"<div class=""review-date"">February 01, 2018</div>",['LinkedIn Talent - Connecting with Top Talent!'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Internet<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",8
1388,"<div class=""review-date"">April 30, 2018</div>",['LinkedIn Talent Review'],"<div class=""position"">Advisor in Human Resources</div>","<span class=""industry-type"">Information Technology and Services<span> Company</span></span>","<span class=""size"">201-500 employees</span>",6
1389,"<div class=""review-date"">September 14, 2017</div>",['#1 Place to Find Top Tier Talent'],"<div class=""position"">Team Lead in Human Resources</div>","<span class=""industry-type"">Internet<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",8
1390,"<div class=""review-date"">August 16, 2017</div>",['This is a must read.'],"<div class=""position"">Employee in Other</div>","<span class=""industry-type"">Hospital &amp; Health Care<span> Company</span></span>","<span class=""size"">201-500 employees</span>",10
1391,"<div class=""review-date"">August 16, 2017</div>",['Link with LinkedIn Talent'],"<div class=""position"">Engineer in Information Technology</div>","<span class=""industry-type"">Hospital &amp; Health Care<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",8
1392,"<div class=""review-date"">November 28, 2017</div>",['LinkedIn Talent for Efficient Talent Acquisition'],"<div class=""position"">Engineer in Engineering</div>","<span class=""industry-type"">Telecommunications<span> Company</span></span>","<span class=""size"">51-200 employees</span>",9
1393,"<div class=""review-date"">December 04, 2019</div>",['A really good solution in terms of back and front end: complete good solution.'],"<div class=""position"">IT Project Manager</div>","<span class=""industry-type"">Retail</span>","<span class=""size"">201-500 employees</span>",9
1394,"<div class=""review-date"">October 31, 2019</div>",['Enhancing your Talent Performance and Development Journey!'],"<div class=""position"">Regional Training Manager</div>","<span class=""industry-type"">Outsourcing/Offshoring</span>","<span class=""size"">10,001+ employees</span>",9
1395,"<div class=""review-date"">December 03, 2019</div>",['SAP SuccessFactors Review'],"<div class=""position"">STA Site Engineer (CV Car, B Car, Cargo, Engine, Transmission)</div>","<span class=""industry-type"">Automotive</span>","<span class=""size"">10,001+ employees</span>",9
1396,"<div class=""review-date"">April 17, 2020</div>",['Would NOT recommend'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Electrical &amp; Electronic Manufacturing<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",1
1397,"<div class=""review-date"">February 27, 2020</div>",['SAP SuccessFactors a story for Success?'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Airlines/Aviation<span> Company</span></span>","<span class=""size"">51-200 employees</span>",7
1398,"<div class=""review-date"">January 17, 2020</div>",['Improve user experiences in the hire to retire HR process!'],"<div class=""position"">Manager in Information Technology</div>","<span class=""industry-type"">Food Production<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",8
1399,"<div class=""review-date"">December 12, 2019</div>",['SAP SSFF'],"<div class=""position"">Manager in Information Technology</div>","<span class=""industry-type"">Retail<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",6
1400,"<div class=""review-date"">November 21, 2019</div>",['SAP SuccessFactors is the best way to manage your staff'],"<div class=""position"">Team Lead in Information Technology</div>","<span class=""industry-type"">Hospitality<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",9
1401,"<div class=""review-date"">November 15, 2019</div>",['One tool for all HR Needs'],"<div class=""position"">Advisor in Human Resources</div>","<span class=""industry-type"">Higher Education<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",8
1402,"<div class=""review-date"">November 05, 2019</div>",['Take Control (SAP)'],"<div class=""position"">Analyst in Other</div>","<span class=""industry-type"">Utilities<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",6
1403,"<div class=""review-date"">October 23, 2019</div>",['SuccessFactors works for us!'],"<div class=""position"">Senior HRIS Specialist</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">11-50 employees</span>",8
1404,"<div class=""review-date"">September 12, 2019</div>",['Ok but not great'],"<div class=""position"">Human Resources - Sr Payroll Specialist/Recruiting</div>","<span class=""industry-type"">Biotechnology</span>","<span class=""size"">201-500 employees</span>",1
1405,"<div class=""review-date"">Updated October 23, 2019</div>",['SAP SuccessFactors LMS - A Successful LMS'],"<div class=""position"">Project Manager in Information Technology</div>","<span class=""industry-type"">Information Technology and Services<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",9
1406,"<div class=""review-date"">September 26, 2019</div>",['SuccessFactors Employee Central - a one-stop shop if you can deal with frustrations.'],"<div class=""position"">Engineer in Research &amp; Development</div>","<span class=""industry-type"">Pharmaceuticals<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",5
1407,"<div class=""review-date"">October 24, 2019</div>",['Success of SuccessFactors!'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Insurance<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",9
1408,"<div class=""review-date"">October 23, 2019</div>",['SAP SuccessFactors Review'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Oil &amp; Energy<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",6
1409,"<div class=""review-date"">November 30, 2018</div>",['Decent Program but Not Industry Leader'],"<div class=""position"">Senior Compensation Consultant</div>","<span class=""industry-type"">Government Administration</span>","<span class=""size"">10,001+ employees</span>",6
1410,"<div class=""review-date"">December 19, 2018</div>",['My personal review of SAP SuccessFactors Employee Central'],"<div class=""position"">Vice-President in Human Resources</div>","<span class=""industry-type"">Computer Software<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",8
1411,"<div class=""review-date"">May 16, 2018</div>",['Readers interested in SuccessFactors Talent Solutions'],"<div class=""position"">Human Resources Manager</div>","<span class=""industry-type"">Facilities Services</span>","<span class=""size"">10,001+ employees</span>",8
1412,"<div class=""review-date"">April 30, 2018</div>",['SuccessFactors is worth the hype!'],"<div class=""position"">Senior Human Resources Generalist</div>","<span class=""industry-type"">Printing</span>","<span class=""size"">10,001+ employees</span>",9
1413,"<div class=""review-date"">July 13, 2018</div>","[""SuccessFactors Perform and Reward - Let's Talk Employee Performance and Goals!""]","<div class=""position"">Project Management Office (PMO) Manager</div>","<span class=""industry-type"">Medical Devices</span>","<span class=""size"">5001-10,000 employees</span>",7
1414,"<div class=""review-date"">September 02, 2016</div>",['No Customer Service'],"<div class=""position"">Human Resources Manager</div>","<span class=""industry-type"">Financial Services</span>","<span class=""size"">51-200 employees</span>",1
1415,"<div class=""review-date"">August 23, 2016</div>",['Employee Central - Leader in HRIS'],"<div class=""position"">Regional HRIS Manager</div>","<span class=""industry-type"">Logistics and Supply Chain</span>","<span class=""size"">1001-5000 employees</span>",8
